x,y,feedback_block,subject_id
363.1612204943349,378.90402215603694,1,AE
494.8884209648694,514.9550314806534,1,AE
321.28806223050105,220.93826667795656,1,AE
362.04749505900014,354.95224456490047,1,AE
401.88548316680914,306.923196328637,1,AE
-11.261186516375373,-80.09601138522548,1,AE
535.1426638958088,514.993269326674,1,AE
352.94960541801106,454.00821899498425,1,AE
417.989911936356,441.9899119363559,1,AE
249.9611661431619,273.91448169030787,1,AE
275.28104389381866,202.97105285173964,2,AE
15.852820925566244,39.98966566064344,2,AE
343.6255111186367,165.93826667795645,2,AE
186.80501189403955,244.99001211845498,2,AE
365.2215855093759,379.949605418011,2,AE
606.5356662430496,649.9582772835587,2,AE
500.3204699443962,332.9758811457416,2,AE
554.2120387059791,321.97588114574154,2,AE
447.1479039545828,259.91448169030735,2,AE
541.6961525141821,255.92125148543926,2,AE
372.74989274625716,142.9866558224459,2,AE
674.9072527446333,523.9177142720955,2,AE
686.0523059178506,606.9969062195769,2,AE
470.3722778088979,308.9180513395045,2,AE
366.8638719394425,271.9144816903075,2,AE
475.96210444984615,282.9242088996906,2,AE
454.23676307618945,147.98665582244573,2,AE
188.8033799535808,-325.0307208510588,2,AE
354.00323634266147,267.92125148543937,2,AE
542.3454938270842,335.9946358022965,2,AE
382.6251359612902,173.96452655999923,2,AE
470.085450109183,125.98665582244563,2,AE
323.10192942436214,33.94876237750783,2,AE
504.56513609385723,309.9242088996908,2,AE
494.0539471208176,25.958523220058233,4,AE
-63.71448778705989,-273.09917571062033,4,AE
715.6413882159615,675.96208232394,4,AE
434.39939520659044,222.9279202185673,4,AE
555.7012505009077,422.95558929604033,4,AE
83.94178338106772,-553.0415577320902,4,AE
388.2900076301384,234.99001211845487,4,AE
489.9532056118048,490.94150701475604,4,AE
364.7087926381487,227.9725295972482,4,AE
533.7877405889483,472.967775458743,4,AE
348.94960541801095,406.22158550937615,5,AE
437.36500650805874,274.99001211845484,5,AE
655.4433899138816,650.9245198851767,5,AE
564.1229090284323,509.90429078830084,5,AE
455.7815847725667,427.92822884775757,5,AE
597.8433676387676,249.95178673568472,5,AE
548.5616186597803,408.9282288477578,5,AE
557.6335206416951,493.941507014756,5,AE
526.8305453712418,512.904290788301,5,AE
404.84941270759106,440.95558929604044,5,AE
538.7551999332993,521.9550314806532,5,AE
567.2092094163155,407.90402215603694,5,AE
713.6054492082643,460.9899119363558,5,AE
628.9516356033863,407.9282288477578,5,AE
820.0049355613202,419.9753221933943,5,AE
534.2598146452353,406.9936478259502,5,AE
645.2825897428814,580.9927094000609,5,AE
600.7566271315844,396.9282288477579,5,AE
771.5243117916973,365.98945237434333,5,AE
810.1590648741662,396.99364782595006,5,AE
748.3027246041306,453.9899119363559,5,AE
681.3827207355606,419.9555892960402,5,AE
620.4030305916987,-14.051237622492238,5,AE
429.0769241585993,232.97252959724835,5,AE
674.0245818056849,504.9042907883012,5,AE
477.2765375600279,83.97207083486782,5,AE
480.5939021333429,84.95234436925853,5,AE
731.237098902146,537.9177142720955,5,AE
632.8220155576242,186.9382666779564,5,AE
685.5258021957075,515.9177142720955,5,AE
370.43586126773,283.9144816903073,6,AE
475.8100058348113,244.99001211845498,6,AE
798.3459133524702,1074.0754801148216,6,AE
535.9419557224006,532.9274446530023,6,AE
389.82188888875305,331.9946358022961,6,AE
445.4762889156967,448.9899119363558,6,AE
420.9550314806536,581.1107367718942,6,AE
346.31619509526456,209.90106258176587,6,AE
348.05453504887254,265.9144816903074,6,AE
438.4804547452314,310.923196328637,6,AE
390.4935656007409,380.9496054180108,7,AE
490.1252301381398,433.97532219339433,7,AE
536.2962877760118,489.9415070147561,7,AE
96.93942800798989,-113.03856302078817,7,AE
323.22203521410773,308.9086065400787,7,AE
282.16973497300256,211.90106258176573,7,AE
312.975908056921,285.9212514854395,7,AE
330.76963606371885,357.92353554578693,7,AE
466.99326932667424,530.9932693266737,7,AE
193.29504926857186,219.97105285173967,7,AE
367.40882104823623,403.9040221560369,8,AE
251.53452790719024,221.92792021856727,8,AE
345.3689329295757,344.9522445649006,8,AE
480.87083970743157,477.9899119363556,8,AE
348.9520061363937,433.9520061363936,8,AE
405.4053037823435,459.9753221933946,8,AE
545.2872008519654,471.9869349425994,8,AE
662.7076363428102,486.9042907883011,8,AE
563.2008031782284,541.9212850851646,8,AE
415.9691333389781,182.93826667795634,8,AE
460.44696159984886,281.9212514854395,8,AE
291.9040221560372,516.1804160631262,8,AE
395.2959538452361,148.9866558224459,8,AE
344.4472668122429,121.98665582244563,8,AE
-997.5808631561537,-1875.0595080875298,8,AE
705.6430822876612,486.96777545874255,8,AE
610.892898054879,406.9936478259499,8,AE
504.80966889321616,168.9382666779564,8,AE
444.66082693935425,161.96452655999946,8,AE
403.30369962064475,176.96452655999954,8,AE
668.4887578701642,512.9550314806532,8,AE
566.3900455728159,29.958523220058293,8,AE
573.6798657547623,468.9837136101585,8,AE
545.0536452361277,167.9645265599996,8,AE
664.6154592748967,380.92353554578716,8,AE
1041.0822857279052,1086.6596923150244,8,AE
571.6502044474552,184.9382666779564,8,AE
606.7969510666707,51.95234436925885,8,AE
636.565082849729,457.9753221933946,8,AE
627.0419856182336,423.9555892960404,8,AE
454.99326932667407,523.9932693266737,9,AE
401.54997787379546,318.92420889969094,9,AE
399.10500740572263,248.9900121184549,9,AE
179.7600564872813,3.9487623775077507,9,AE
437.3246424723902,341.9086065400786,9,AE
456.36374050333154,396.9936478259501,9,AE
435.91055639229944,299.91448169030764,9,AE
217.7880465811952,215.97105285173964,9,AE
254.99463580229613,350.3428117282335,9,AE
418.967775458743,511.68161088342055,9,AE
290.97802367779786,236.97252959724844,10,AE
479.6159727461223,500.94150701475553,10,AE
343.0584167133469,334.91805133950436,10,AE
328.8674499073259,350.9758811457419,10,AE
232.3376484568836,292.9212514854395,10,AE
245.92319632863723,356.91062527469387,10,AE
185.69274035832714,80.97207083486792,10,AE
24.91324986275775,293.98116187518184,10,AE
469.6491419752105,331.9946358022962,10,AE
523.0839712364698,436.9555892960402,10,AE
360.5752876646494,241.9517867356852,11,AE
596.6798657547627,470.98371361015853,11,AE
481.44276193557494,257.95178673568506,11,AE
459.61597274612257,518.9415070147555,11,AE
536.8299491691807,420.9282288477578,11,AE
226.11625112033218,202.93826667795634,11,AE
-183.68704375702947,-267.0057717078908,11,AE
202.1073175186959,-192.08001789637845,11,AE
427.60606740654003,287.90405241822174,11,AE
-27.23458605542158,-496.04155773208987,11,AE
236.06485514732665,6.946362441615206,11,AE
432.032589171718,218.90283675724993,11,AE
401.0960913622781,254.92792021856704,11,AE
291.4537000084665,205.9382666779564,11,AE
293.65245777970506,25.990390494362888,11,AE
545.2543387951316,421.9555892960403,11,AE
490.7638424397611,354.9758811457419,11,AE
612.4880611412241,336.9522445649007,11,AE
531.28119387472,366.9894523743434,11,AE
575.5802943139186,281.9242088996906,11,AE
522.6263743989979,219.97252959724813,11,AE
564.8827728460532,360.949605418011,11,AE
525.0262593401342,123.98665582244566,11,AE
470.2184803544243,-388.01683840509065,11,AE
316.0456517648294,38.958523220058524,11,AE
642.280073644204,461.97532219339473,11,AE
526.9696835598749,292.9242088996908,11,AE
458.97387590118706,149.93468975296892,11,AE
616.5131296700685,112.98665582244581,11,AE
625.0900884670666,255.92792021856707,11,AE
428.3849566852359,380.92353554578716,12,AE
384.82188888875294,356.9946358022961,12,AE
468.3393905987102,185.9645265599996,12,AE
346.32419366363825,95.92890169705417,12,AE
384.61416765695907,280.92125148543937,12,AE
325.5850092010495,251.99001211845493,12,AE
351.0032363426617,266.92125148543926,12,AE
478.17356431156446,462.9899119363562,12,AE
233.11204299802637,195.97105285173996,12,AE
11.886225761862637,-54.03301705088308,12,AE
